spec,date,tags,year,month
administrator,2020-01-01,"[{""tech"": ""windows"", ""freq"": ""64.24%""}, {""tech"": ""sql"", ""freq"": ""43.03%""}, {""tech"": ""server"", ""freq"": ""32.73%""}, {""tech"": ""ip"", ""freq"": ""27.27%""}, {""tech"": ""linux"", ""freq"": ""24.24%""}, {""tech"": ""dns"", ""freq"": ""19.39%""}, {""tech"": ""tcp"", ""freq"": ""18.79%""}, {""tech"": ""directory"", ""freq"": ""15.15%""}, {""tech"": ""vpn"", ""freq"": ""10.91%""}, {""tech"": ""oracle"", ""freq"": ""8.48%""}]",2020,01
administrator,2020-02-01,"[{""tech"": ""windows"", ""freq"": ""62.17%""}, {""tech"": ""sql"", ""freq"": ""44.94%""}, {""tech"": ""server"", ""freq"": ""35.58%""}, {""tech"": ""ip"", ""freq"": ""28.46%""}, {""tech"": ""linux"", ""freq"": ""28.46%""}, {""tech"": ""dns"", ""freq"": ""23.22%""}, {""tech"": ""tcp"", ""freq"": ""20.6%""}, {""tech"": ""directory"", ""freq"": ""19.48%""}, {""tech"": ""vpn"", ""freq"": ""11.61%""}, {""tech"": ""service"", ""freq"": ""9.36%""}]",2020,02
administrator,2020-03-01,"[{""tech"": ""windows"", ""freq"": ""58.91%""}, {""tech"": ""sql"", ""freq"": ""43.64%""}, {""tech"": ""linux"", ""freq"": ""29.82%""}, {""tech"": ""server"", ""freq"": ""28.36%""}, {""tech"": ""ip"", ""freq"": ""25.82%""}, {""tech"": ""dns"", ""freq"": ""18.91%""}, {""tech"": ""tcp"", ""freq"": ""17.09%""}, {""tech"": ""oracle"", ""freq"": ""10.18%""}, {""tech"": ""vpn"", ""freq"": ""9.82%""}, {""tech"": ""directory"", ""freq"": ""9.45%""}]",2020,03
administrator,2020-04-01,"[{""tech"": ""sql"", ""freq"": ""51.14%""}, {""tech"": ""windows"", ""freq"": ""51.14%""}, {""tech"": ""server"", ""freq"": ""27.84%""}, {""tech"": ""linux"", ""freq"": ""23.86%""}, {""tech"": ""ip"", ""freq"": ""19.32%""}, {""tech"": ""dns"", ""freq"": ""14.2%""}, {""tech"": ""oracle"", ""freq"": ""13.64%""}, {""tech"": ""tcp"", ""freq"": ""13.64%""}, {""tech"": ""directory"", ""freq"": ""10.23%""}, {""tech"": ""excel"", ""freq"": ""7.95%""}]",2020,04
administrator,2020-05-01,"[{""tech"": ""windows"", ""freq"": ""72.46%""}, {""tech"": ""ip"", ""freq"": ""36.53%""}, {""tech"": ""tcp"", ""freq"": ""34.13%""}, {""tech"": ""sql"", ""freq"": ""32.93%""}, {""tech"": ""dns"", ""freq"": ""30.54%""}, {""tech"": ""directory"", ""freq"": ""24.55%""}, {""tech"": ""linux"", ""freq"": ""22.75%""}, {""tech"": ""server"", ""freq"": ""19.76%""}, {""tech"": ""ftp"", ""freq"": ""16.77%""}, {""tech"": ""vpn"", ""freq"": ""7.19%""}]",2020,05
administrator,2020-06-01,"[{""tech"": ""sql"", ""freq"": ""61.54%""}, {""tech"": ""windows"", ""freq"": ""46.75%""}, {""tech"": ""server"", ""freq"": ""28.4%""}, {""tech"": ""linux"", ""freq"": ""20.71%""}, {""tech"": ""ip"", ""freq"": ""15.38%""}, {""tech"": ""tcp"", ""freq"": ""13.61%""}, {""tech"": ""dns"", ""freq"": ""13.02%""}, {""tech"": ""directory"", ""freq"": ""10.06%""}, {""tech"": ""vpn"", ""freq"": ""6.51%""}, {""tech"": ""http"", ""freq"": ""5.92%""}]",2020,06
administrator,2020-07-01,"[{""tech"": ""windows"", ""freq"": ""57.87%""}, {""tech"": ""sql"", ""freq"": ""57.02%""}, {""tech"": ""server"", ""freq"": ""36.52%""}, {""tech"": ""linux"", ""freq"": ""27.81%""}, {""tech"": ""directory"", ""freq"": ""23.6%""}, {""tech"": ""ip"", ""freq"": ""20.79%""}, {""tech"": ""tcp"", ""freq"": ""14.89%""}, {""tech"": ""dns"", ""freq"": ""14.04%""}, {""tech"": ""git"", ""freq"": ""7.87%""}, {""tech"": ""vpn"", ""freq"": ""7.02%""}]",2020,07
administrator,2020-08-01,"[{""tech"": ""sql"", ""freq"": ""54.97%""}, {""tech"": ""windows"", ""freq"": ""51.93%""}, {""tech"": ""server"", ""freq"": ""32.87%""}, {""tech"": ""ip"", ""freq"": ""30.11%""}, {""tech"": ""linux"", ""freq"": ""25.69%""}, {""tech"": ""tcp"", ""freq"": ""23.48%""}, {""tech"": ""dns"", ""freq"": ""20.44%""}, {""tech"": ""web"", ""freq"": ""11.33%""}, {""tech"": ""xml"", ""freq"": ""11.05%""}, {""tech"": ""api"", ""freq"": ""8.84%""}]",2020,08
administrator,2020-09-01,"[{""tech"": ""sql"", ""freq"": ""72.51%""}, {""tech"": ""windows"", ""freq"": ""29.29%""}, {""tech"": ""server"", ""freq"": ""14.17%""}, {""tech"": ""linux"", ""freq"": ""11.64%""}, {""tech"": ""ip"", ""freq"": ""11.4%""}, {""tech"": ""dns"", ""freq"": ""9.96%""}, {""tech"": ""tcp"", ""freq"": ""9.84%""}, {""tech"": ""vpn"", ""freq"": ""6.48%""}, {""tech"": ""directory"", ""freq"": ""3.84%""}, {""tech"": ""web"", ""freq"": ""3.12%""}]",2020,09
administrator,2020-10-01,"[{""tech"": ""sql"", ""freq"": ""73.33%""}, {""tech"": ""windows"", ""freq"": ""67.71%""}, {""tech"": ""server"", ""freq"": ""54.55%""}, {""tech"": ""directory"", ""freq"": ""44.42%""}, {""tech"": ""linux"", ""freq"": ""15.76%""}, {""tech"": ""ip"", ""freq"": ""12.21%""}, {""tech"": ""dns"", ""freq"": ""8.92%""}, {""tech"": ""tcp"", ""freq"": ""8.31%""}, {""tech"": ""api"", ""freq"": ""8.05%""}, {""tech"": ""git"", ""freq"": ""4.16%""}]",2020,10
backend,2016-01-01,"[{""tech"": ""java"", ""freq"": ""52.73%""}, {""tech"": ""sql"", ""freq"": ""31.52%""}, {""tech"": ""php"", ""freq"": ""29.09%""}, {""tech"": ""python"", ""freq"": ""20.0%""}, {""tech"": ""javascript"", ""freq"": ""18.79%""}, {""tech"": ""mysql"", ""freq"": ""18.18%""}, {""tech"": ""git"", ""freq"": ""18.18%""}, {""tech"": ""c#"", ""freq"": ""17.58%""}, {""tech"": ""html"", ""freq"": ""15.15%""}, {""tech"": ""web"", ""freq"": ""13.33%""}]",2016,01
backend,2016-02-01,"[{""tech"": ""java"", ""freq"": ""54.11%""}, {""tech"": ""sql"", ""freq"": ""43.15%""}, {""tech"": ""php"", ""freq"": ""31.51%""}, {""tech"": ""web"", ""freq"": ""27.4%""}, {""tech"": ""javascript"", ""freq"": ""21.92%""}, {""tech"": ""oracle"", ""freq"": ""21.23%""}, {""tech"": ""html"", ""freq"": ""20.55%""}, {""tech"": ""c#"", ""freq"": ""19.86%""}, {""tech"": ""mysql"", ""freq"": ""18.49%""}, {""tech"": ""git"", ""freq"": ""17.12%""}]",2016,02
backend,2016-03-01,"[{""tech"": ""java"", ""freq"": ""46.67%""}, {""tech"": ""php"", ""freq"": ""44.17%""}, {""tech"": ""mysql"", ""freq"": ""33.33%""}, {""tech"": ""sql"", ""freq"": ""30.0%""}, {""tech"": ""web"", ""freq"": ""28.33%""}, {""tech"": ""javascript"", ""freq"": ""25.83%""}, {""tech"": ""git"", ""freq"": ""20.83%""}, {""tech"": ""c#"", ""freq"": ""19.17%""}, {""tech"": ""oracle"", ""freq"": ""17.5%""}, {""tech"": ""jquery"", ""freq"": ""17.5%""}]",2016,03
backend,2016-04-01,"[{""tech"": ""mysql"", ""freq"": ""43.87%""}, {""tech"": ""php"", ""freq"": ""43.23%""}, {""tech"": ""java"", ""freq"": ""38.71%""}, {""tech"": ""sql"", ""freq"": ""30.32%""}, {""tech"": ""jquery"", ""freq"": ""28.39%""}, {""tech"": ""javascript"", ""freq"": ""27.1%""}, {""tech"": ""web"", ""freq"": ""25.16%""}, {""tech"": ""git"", ""freq"": ""22.58%""}, {""tech"": ""c#"", ""freq"": ""16.77%""}, {""tech"": ""postgresql"", ""freq"": ""14.84%""}]",2016,04
backend,2016-05-01,"[{""tech"": ""java"", ""freq"": ""38.92%""}, {""tech"": ""php"", ""freq"": ""38.92%""}, {""tech"": ""sql"", ""freq"": ""32.93%""}, {""tech"": ""javascript"", ""freq"": ""30.54%""}, {""tech"": ""mysql"", ""freq"": ""30.54%""}, {""tech"": ""web"", ""freq"": ""26.95%""}, {""tech"": ""git"", ""freq"": ""25.15%""}, {""tech"": ""python"", ""freq"": ""22.16%""}, {""tech"": ""html"", ""freq"": ""19.16%""}, {""tech"": ""c#"", ""freq"": ""17.96%""}]",2016,05
backend,2016-06-01,"[{""tech"": ""php"", ""freq"": ""48.43%""}, {""tech"": ""sql"", ""freq"": ""38.99%""}, {""tech"": ""java"", ""freq"": ""35.22%""}, {""tech"": ""javascript"", ""freq"": ""27.04%""}, {""tech"": ""mysql"", ""freq"": ""25.16%""}, {""tech"": ""git"", ""freq"": ""23.27%""}, {""tech"": ""c#"", ""freq"": ""22.01%""}, {""tech"": ""web"", ""freq"": ""19.5%""}, {""tech"": ""postgresql"", ""freq"": ""16.98%""}, {""tech"": ""jquery"", ""freq"": ""16.35%""}]",2016,06
backend,2016-07-01,"[{""tech"": ""sql"", ""freq"": ""49.38%""}, {""tech"": ""java"", ""freq"": ""47.5%""}, {""tech"": ""php"", ""freq"": ""35.0%""}, {""tech"": ""web"", ""freq"": ""31.87%""}, {""tech"": ""c#"", ""freq"": ""26.25%""}, {""tech"": ""git"", ""freq"": ""24.38%""}, {""tech"": ""mysql"", ""freq"": ""21.88%""}, {""tech"": ""javascript"", ""freq"": ""17.5%""}, {""tech"": ""oracle"", ""freq"": ""16.88%""}, {""tech"": ""css"", ""freq"": ""15.62%""}]",2016,07
backend,2016-08-01,"[{""tech"": ""php"", ""freq"": ""51.23%""}, {""tech"": ""mysql"", ""freq"": ""39.51%""}, {""tech"": ""git"", ""freq"": ""29.63%""}, {""tech"": ""sql"", ""freq"": ""29.63%""}, {""tech"": ""web"", ""freq"": ""29.63%""}, {""tech"": ""java"", ""freq"": ""29.01%""}, {""tech"": ""javascript"", ""freq"": ""25.93%""}, {""tech"": ""linux"", ""freq"": ""24.69%""}, {""tech"": ""python"", ""freq"": ""17.28%""}, {""tech"": ""jquery"", ""freq"": ""16.67%""}]",2016,08
backend,2016-09-01,"[{""tech"": ""php"", ""freq"": ""46.33%""}, {""tech"": ""java"", ""freq"": ""42.37%""}, {""tech"": ""sql"", ""freq"": ""29.94%""}, {""tech"": ""python"", ""freq"": ""29.94%""}, {""tech"": ""git"", ""freq"": ""28.25%""}, {""tech"": ""mysql"", ""freq"": ""23.16%""}, {""tech"": ""linux"", ""freq"": ""22.03%""}, {""tech"": ""stack"", ""freq"": ""22.03%""}, {""tech"": ""ruby"", ""freq"": ""21.47%""}, {""tech"": ""c#"", ""freq"": ""17.51%""}]",2016,09
backend,2016-10-01,"[{""tech"": ""php"", ""freq"": ""49.66%""}, {""tech"": ""sql"", ""freq"": ""39.31%""}, {""tech"": ""javascript"", ""freq"": ""30.34%""}, {""tech"": ""mysql"", ""freq"": ""28.97%""}, {""tech"": ""java"", ""freq"": ""26.9%""}, {""tech"": ""web"", ""freq"": ""25.52%""}, {""tech"": ""jquery"", ""freq"": ""23.45%""}, {""tech"": ""c#"", ""freq"": ""22.76%""}, {""tech"": ""postgresql"", ""freq"": ""18.62%""}, {""tech"": ""git"", ""freq"": ""16.55%""}]",2016,10
backend,2016-11-01,"[{""tech"": ""php"", ""freq"": ""43.51%""}, {""tech"": ""java"", ""freq"": ""40.46%""}, {""tech"": ""sql"", ""freq"": ""37.4%""}, {""tech"": ""web"", ""freq"": ""28.24%""}, {""tech"": ""mysql"", ""freq"": ""24.43%""}, {""tech"": ""git"", ""freq"": ""22.9%""}, {""tech"": ""c#"", ""freq"": ""20.61%""}, {""tech"": ""javascript"", ""freq"": ""20.61%""}, {""tech"": ""rest"", ""freq"": ""16.03%""}, {""tech"": ""postgresql"", ""freq"": ""15.27%""}]",2016,11
backend,2016-12-01,"[{""tech"": ""php"", ""freq"": ""55.65%""}, {""tech"": ""sql"", ""freq"": ""37.39%""}, {""tech"": ""java"", ""freq"": ""37.39%""}, {""tech"": ""mysql"", ""freq"": ""34.78%""}, {""tech"": ""web"", ""freq"": ""31.3%""}, {""tech"": ""javascript"", ""freq"": ""25.22%""}, {""tech"": ""jquery"", ""freq"": ""22.61%""}, {""tech"": ""git"", ""freq"": ""22.61%""}, {""tech"": ""html"", ""freq"": ""21.74%""}, {""tech"": ""linux"", ""freq"": ""15.65%""}]",2016,12
backend,2017-01-01,"[{""tech"": ""php"", ""freq"": ""53.77%""}, {""tech"": ""sql"", ""freq"": ""42.45%""}, {""tech"": ""mysql"", ""freq"": ""39.62%""}, {""tech"": ""javascript"", ""freq"": ""36.79%""}, {""tech"": ""java"", ""freq"": ""31.13%""}, {""tech"": ""web"", ""freq"": ""26.42%""}, {""tech"": ""c#"", ""freq"": ""25.47%""}, {""tech"": ""jquery"", ""freq"": ""25.47%""}, {""tech"": ""git"", ""freq"": ""24.53%""}, {""tech"": ""linux"", ""freq"": ""14.15%""}]",2017,01
backend,2017-02-01,"[{""tech"": ""php"", ""freq"": ""62.75%""}, {""tech"": ""mysql"", ""freq"": ""42.16%""}, {""tech"": ""javascript"", ""freq"": ""29.41%""}, {""tech"": ""java"", ""freq"": ""23.53%""}, {""tech"": ""web"", ""freq"": ""23.53%""}, {""tech"": ""postgresql"", ""freq"": ""22.55%""}, {""tech"": ""sql"", ""freq"": ""22.55%""}, {""tech"": ""git"", ""freq"": ""22.55%""}, {""tech"": ""html"", ""freq"": ""21.57%""}, {""tech"": ""jquery"", ""freq"": ""21.57%""}]",2017,02
backend,2017-03-01,"[{""tech"": ""php"", ""freq"": ""43.65%""}, {""tech"": ""java"", ""freq"": ""33.7%""}, {""tech"": ""sql"", ""freq"": ""32.6%""}, {""tech"": ""mysql"", ""freq"": ""31.49%""}, {""tech"": ""git"", ""freq"": ""26.52%""}, {""tech"": ""javascript"", ""freq"": ""26.52%""}, {""tech"": ""web"", ""freq"": ""25.97%""}, {""tech"": ""html"", ""freq"": ""19.34%""}, {""tech"": ""c#"", ""freq"": ""18.78%""}, {""tech"": ""jquery"", ""freq"": ""17.13%""}]",2017,03
backend,2017-04-01,"[{""tech"": ""php"", ""freq"": ""50.32%""}, {""tech"": ""java"", ""freq"": ""37.58%""}, {""tech"": ""sql"", ""freq"": ""36.94%""}, {""tech"": ""mysql"", ""freq"": ""32.48%""}, {""tech"": ""javascript"", ""freq"": ""28.66%""}, {""tech"": ""jquery"", ""freq"": ""26.11%""}, {""tech"": ""git"", ""freq"": ""25.48%""}, {""tech"": ""web"", ""freq"": ""21.66%""}, {""tech"": ""html"", ""freq"": ""19.75%""}, {""tech"": ""python"", ""freq"": ""18.47%""}]",2017,04
backend,2017-05-01,"[{""tech"": ""php"", ""freq"": ""43.26%""}, {""tech"": ""sql"", ""freq"": ""38.3%""}, {""tech"": ""mysql"", ""freq"": ""32.62%""}, {""tech"": ""java"", ""freq"": ""31.91%""}, {""tech"": ""c#"", ""freq"": ""29.08%""}, {""tech"": ""javascript"", ""freq"": ""26.95%""}, {""tech"": ""jquery"", ""freq"": ""22.7%""}, {""tech"": ""git"", ""freq"": ""20.57%""}, {""tech"": ""web"", ""freq"": ""20.57%""}, {""tech"": ""linux"", ""freq"": ""19.15%""}]",2017,05
backend,2017-06-01,"[{""tech"": ""php"", ""freq"": ""81.25%""}, {""tech"": ""sql"", ""freq"": ""77.0%""}, {""tech"": ""java"", ""freq"": ""75.25%""}, {""tech"": ""postgresql"", ""freq"": ""71.25%""}, {""tech"": ""c"", ""freq"": ""68.5%""}, {""tech"": ""linux"", ""freq"": ""68.25%""}, {""tech"": ""django"", ""freq"": ""67.75%""}, {""tech"": ""c++"", ""freq"": ""67.75%""}, {""tech"": ""mongodb"", ""freq"": ""67.25%""}, {""tech"": ""rabbitmq"", ""freq"": ""66.75%""}]",2017,06
backend,2017-07-01,"[{""tech"": ""php"", ""freq"": ""48.44%""}, {""tech"": ""sql"", ""freq"": ""41.67%""}, {""tech"": ""java"", ""freq"": ""38.02%""}, {""tech"": ""mysql"", ""freq"": ""30.73%""}, {""tech"": ""web"", ""freq"": ""29.69%""}, {""tech"": ""javascript"", ""freq"": ""24.48%""}, {""tech"": ""linux"", ""freq"": ""24.48%""}, {""tech"": ""jquery"", ""freq"": ""23.44%""}, {""tech"": ""git"", ""freq"": ""22.92%""}, {""tech"": ""c#"", ""freq"": ""21.88%""}]",2017,07
backend,2017-08-01,"[{""tech"": ""sql"", ""freq"": ""41.76%""}, {""tech"": ""php"", ""freq"": ""39.01%""}, {""tech"": ""java"", ""freq"": ""38.46%""}, {""tech"": ""mysql"", ""freq"": ""28.57%""}, {""tech"": ""javascript"", ""freq"": ""26.37%""}, {""tech"": ""git"", ""freq"": ""25.27%""}, {""tech"": ""oracle"", ""freq"": ""24.73%""}, {""tech"": ""c#"", ""freq"": ""23.63%""}, {""tech"": ""postgresql"", ""freq"": ""22.53%""}, {""tech"": ""web"", ""freq"": ""20.33%""}]",2017,08
backend,2017-09-01,"[{""tech"": ""sql"", ""freq"": ""54.55%""}, {""tech"": ""php"", ""freq"": ""46.1%""}, {""tech"": ""git"", ""freq"": ""40.26%""}, {""tech"": ""java"", ""freq"": ""39.61%""}, {""tech"": ""mysql"", ""freq"": ""38.96%""}, {""tech"": ""web"", ""freq"": ""33.77%""}, {""tech"": ""postgresql"", ""freq"": ""24.68%""}, {""tech"": ""javascript"", ""freq"": ""24.68%""}, {""tech"": ""jquery"", ""freq"": ""24.03%""}, {""tech"": ""c#"", ""freq"": ""20.78%""}]",2017,09
backend,2017-10-01,"[{""tech"": ""php"", ""freq"": ""46.43%""}, {""tech"": ""sql"", ""freq"": ""39.88%""}, {""tech"": ""git"", ""freq"": ""37.5%""}, {""tech"": ""mysql"", ""freq"": ""33.93%""}, {""tech"": ""java"", ""freq"": ""32.14%""}, {""tech"": ""web"", ""freq"": ""27.98%""}, {""tech"": ""c#"", ""freq"": ""24.4%""}, {""tech"": ""javascript"", ""freq"": ""23.81%""}, {""tech"": ""postgresql"", ""freq"": ""17.26%""}, {""tech"": ""linux"", ""freq"": ""17.26%""}]",2017,10
backend,2017-11-01,"[{""tech"": ""sql"", ""freq"": ""44.91%""}, {""tech"": ""php"", ""freq"": ""38.92%""}, {""tech"": ""java"", ""freq"": ""35.93%""}, {""tech"": ""web"", ""freq"": ""28.74%""}, {""tech"": ""mysql"", ""freq"": ""28.74%""}, {""tech"": ""javascript"", ""freq"": ""28.14%""}, {""tech"": ""git"", ""freq"": ""23.95%""}, {""tech"": ""postgresql"", ""freq"": ""23.95%""}, {""tech"": ""jquery"", ""freq"": ""21.56%""}, {""tech"": ""html"", ""freq"": ""17.96%""}]",2017,11
backend,2017-12-01,"[{""tech"": ""php"", ""freq"": ""46.67%""}, {""tech"": ""sql"", ""freq"": ""46.0%""}, {""tech"": ""java"", ""freq"": ""37.33%""}, {""tech"": ""javascript"", ""freq"": ""36.0%""}, {""tech"": ""git"", ""freq"": ""30.67%""}, {""tech"": ""mysql"", ""freq"": ""30.67%""}, {""tech"": ""c#"", ""freq"": ""24.0%""}, {""tech"": ""jquery"", ""freq"": ""22.67%""}, {""tech"": ""web"", ""freq"": ""20.0%""}, {""tech"": ""python"", ""freq"": ""19.33%""}]",2017,12
backend,2018-01-01,"[{""tech"": ""sql"", ""freq"": ""49.66%""}, {""tech"": ""java"", ""freq"": ""39.6%""}, {""tech"": ""php"", ""freq"": ""31.54%""}, {""tech"": ""web"", ""freq"": ""28.19%""}, {""tech"": ""git"", ""freq"": ""27.52%""}, {""tech"": ""mysql"", ""freq"": ""24.16%""}, {""tech"": ""javascript"", ""freq"": ""22.82%""}, {""tech"": ""python"", ""freq"": ""22.82%""}, {""tech"": ""postgresql"", ""freq"": ""17.45%""}, {""tech"": ""api"", ""freq"": ""16.78%""}]",2018,01
backend,2018-02-01,"[{""tech"": ""php"", ""freq"": ""49.75%""}, {""tech"": ""sql"", ""freq"": ""43.78%""}, {""tech"": ""java"", ""freq"": ""42.79%""}, {""tech"": ""git"", ""freq"": ""39.3%""}, {""tech"": ""javascript"", ""freq"": ""29.35%""}, {""tech"": ""mysql"", ""freq"": ""26.87%""}, {""tech"": ""postgresql"", ""freq"": ""26.37%""}, {""tech"": ""web"", ""freq"": ""24.38%""}, {""tech"": ""c#"", ""freq"": ""20.9%""}, {""tech"": ""css"", ""freq"": ""19.9%""}]",2018,02
backend,2018-03-01,"[{""tech"": ""java"", ""freq"": ""50.0%""}, {""tech"": ""sql"", ""freq"": ""45.26%""}, {""tech"": ""php"", ""freq"": ""41.58%""}, {""tech"": ""git"", ""freq"": ""40.53%""}, {""tech"": ""web"", ""freq"": ""34.74%""}, {""tech"": ""mysql"", ""freq"": ""27.89%""}, {""tech"": ""rest"", ""freq"": ""23.16%""}, {""tech"": ""javascript"", ""freq"": ""22.11%""}, {""tech"": ""spring"", ""freq"": ""21.58%""}, {""tech"": ""xml"", ""freq"": ""21.05%""}]",2018,03
backend,2018-04-01,"[{""tech"": ""php"", ""freq"": ""50.0%""}, {""tech"": ""sql"", ""freq"": ""43.15%""}, {""tech"": ""git"", ""freq"": ""35.62%""}, {""tech"": ""javascript"", ""freq"": ""31.51%""}, {""tech"": ""mysql"", ""freq"": ""31.51%""}, {""tech"": ""java"", ""freq"": ""26.03%""}, {""tech"": ""c#"", ""freq"": ""23.97%""}, {""tech"": ""postgresql"", ""freq"": ""19.18%""}, {""tech"": ""html"", ""freq"": ""17.12%""}, {""tech"": ""linux"", ""freq"": ""15.75%""}]",2018,04
backend,2018-05-01,"[{""tech"": ""sql"", ""freq"": ""42.86%""}, {""tech"": ""java"", ""freq"": ""40.71%""}, {""tech"": ""php"", ""freq"": ""32.86%""}, {""tech"": ""git"", ""freq"": ""27.14%""}, {""tech"": ""web"", ""freq"": ""26.43%""}, {""tech"": ""c#"", ""freq"": ""25.71%""}, {""tech"": ""javascript"", ""freq"": ""20.71%""}, {""tech"": ""python"", ""freq"": ""17.86%""}, {""tech"": ""mysql"", ""freq"": ""17.14%""}, {""tech"": ""jquery"", ""freq"": ""16.43%""}]",2018,05
backend,2018-06-01,"[{""tech"": ""php"", ""freq"": ""46.36%""}, {""tech"": ""java"", ""freq"": ""45.7%""}, {""tech"": ""sql"", ""freq"": ""43.71%""}, {""tech"": ""mysql"", ""freq"": ""41.72%""}, {""tech"": ""javascript"", ""freq"": ""39.74%""}, {""tech"": ""c#"", ""freq"": ""36.42%""}, {""tech"": ""jquery"", ""freq"": ""31.13%""}, {""tech"": ""c++"", ""freq"": ""27.81%""}, {""tech"": ""git"", ""freq"": ""26.49%""}, {""tech"": ""html"", ""freq"": ""25.17%""}]",2018,06
backend,2018-07-01,"[{""tech"": ""java"", ""freq"": ""47.83%""}, {""tech"": ""sql"", ""freq"": ""39.13%""}, {""tech"": ""php"", ""freq"": ""36.96%""}, {""tech"": ""web"", ""freq"": ""34.06%""}, {""tech"": ""mysql"", ""freq"": ""31.88%""}, {""tech"": ""javascript"", ""freq"": ""26.81%""}, {""tech"": ""api"", ""freq"": ""25.36%""}, {""tech"": ""git"", ""freq"": ""23.91%""}, {""tech"": ""linux"", ""freq"": ""19.57%""}, {""tech"": ""postgresql"", ""freq"": ""16.67%""}]",2018,07
backend,2018-08-01,"[{""tech"": ""php"", ""freq"": ""53.33%""}, {""tech"": ""sql"", ""freq"": ""49.09%""}, {""tech"": ""java"", ""freq"": ""47.88%""}, {""tech"": ""postgresql"", ""freq"": ""34.55%""}, {""tech"": ""python"", ""freq"": ""29.09%""}, {""tech"": ""linux"", ""freq"": ""27.27%""}, {""tech"": ""git"", ""freq"": ""26.67%""}, {""tech"": ""web"", ""freq"": ""26.67%""}, {""tech"": ""mysql"", ""freq"": ""26.06%""}, {""tech"": ""c++"", ""freq"": ""25.45%""}]",2018,08
backend,2018-09-01,"[{""tech"": ""php"", ""freq"": ""63.78%""}, {""tech"": ""mysql"", ""freq"": ""51.02%""}, {""tech"": ""java"", ""freq"": ""43.37%""}, {""tech"": ""sql"", ""freq"": ""42.86%""}, {""tech"": ""jquery"", ""freq"": ""38.27%""}, {""tech"": ""git"", ""freq"": ""32.65%""}, {""tech"": ""frontend"", ""freq"": ""30.1%""}, {""tech"": ""html"", ""freq"": ""29.08%""}, {""tech"": ""web"", ""freq"": ""26.02%""}, {""tech"": ""api"", ""freq"": ""25.0%""}]",2018,09
backend,2018-10-01,"[{""tech"": ""sql"", ""freq"": ""49.63%""}, {""tech"": ""java"", ""freq"": ""39.26%""}, {""tech"": ""php"", ""freq"": ""38.52%""}, {""tech"": ""web"", ""freq"": ""31.11%""}, {""tech"": ""mysql"", ""freq"": ""31.11%""}, {""tech"": ""git"", ""freq"": ""30.37%""}, {""tech"": ""c#"", ""freq"": ""22.96%""}, {""tech"": ""javascript"", ""freq"": ""22.22%""}, {""tech"": ""python"", ""freq"": ""21.48%""}, {""tech"": ""api"", ""freq"": ""21.48%""}]",2018,10
backend,2018-11-01,"[{""tech"": ""sql"", ""freq"": ""49.64%""}, {""tech"": ""php"", ""freq"": ""42.34%""}, {""tech"": ""java"", ""freq"": ""36.5%""}, {""tech"": ""git"", ""freq"": ""31.39%""}, {""tech"": ""mysql"", ""freq"": ""28.47%""}, {""tech"": ""javascript"", ""freq"": ""25.55%""}, {""tech"": ""c#"", ""freq"": ""23.36%""}, {""tech"": ""web"", ""freq"": ""21.9%""}, {""tech"": ""python"", ""freq"": ""21.17%""}, {""tech"": ""html"", ""freq"": ""19.71%""}]",2018,11
backend,2018-12-01,"[{""tech"": ""php"", ""freq"": ""41.11%""}, {""tech"": ""sql"", ""freq"": ""38.89%""}, {""tech"": ""mysql"", ""freq"": ""35.56%""}, {""tech"": ""git"", ""freq"": ""34.44%""}, {""tech"": ""java"", ""freq"": ""33.33%""}, {""tech"": ""web"", ""freq"": ""32.22%""}, {""tech"": ""c#"", ""freq"": ""22.22%""}, {""tech"": ""javascript"", ""freq"": ""20.0%""}, {""tech"": ""postgresql"", ""freq"": ""20.0%""}, {""tech"": ""python"", ""freq"": ""16.67%""}]",2018,12
backend,2019-01-01,"[{""tech"": ""java"", ""freq"": ""49.23%""}, {""tech"": ""sql"", ""freq"": ""47.69%""}, {""tech"": ""php"", ""freq"": ""40.77%""}, {""tech"": ""git"", ""freq"": ""29.23%""}, {""tech"": ""web"", ""freq"": ""26.92%""}, {""tech"": ""c#"", ""freq"": ""25.38%""}, {""tech"": ""javascript"", ""freq"": ""21.54%""}, {""tech"": ""linux"", ""freq"": ""20.0%""}, {""tech"": ""api"", ""freq"": ""19.23%""}, {""tech"": ""python"", ""freq"": ""18.46%""}]",2019,01
backend,2019-02-01,"[{""tech"": ""sql"", ""freq"": ""40.0%""}, {""tech"": ""java"", ""freq"": ""33.68%""}, {""tech"": ""postgresql"", ""freq"": ""31.58%""}, {""tech"": ""php"", ""freq"": ""30.53%""}, {""tech"": ""c#"", ""freq"": ""24.21%""}, {""tech"": ""web"", ""freq"": ""22.11%""}, {""tech"": ""git"", ""freq"": ""17.89%""}, {""tech"": ""python"", ""freq"": ""17.89%""}, {""tech"": ""mysql"", ""freq"": ""16.84%""}, {""tech"": ""oracle"", ""freq"": ""15.79%""}]",2019,02
